pre,post,class_1,class_2,cluster_1,cluster_2,layer_1,layer_2,synapse_class,total_contacts,L1-0,L1-5,L1-8,L1-16,L2,L3,L4-JSH,Adult-50,Adult-N2U
ADAL,AWBL,ADA,AWB,Avoidance,Taxis,3,1,0,0,0,0,0,0,0,0,0,0,0
AWBL,ADAL,ADA,AWB,Taxis,Avoidance,1,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,ADEL,ADA,ADE,Avoidance,Unclassified,3,1,1,1,0,0,0,0,0,0,1,0,0
ADEL,ADAL,ADA,ADE,Unclassified,Avoidance,1,3,2,12,1,2,1,0,1,2,1,2,2
ADAL,ASHL,ADA,ASH,Avoidance,Avoidance,3,1,1,6,0,1,0,0,2,1,1,0,1
ASHL,ADAL,ADA,ASH,Avoidance,Avoidance,1,3,3,16,1,1,2,2,2,2,2,2,2
ADAL,SAADL,ADA,SAA,Avoidance,Lateral,3,3,1,1,0,0,0,0,0,0,0,1,0
SAADL,ADAL,ADA,SAA,Lateral,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,RMGL,ADA,RMG,Avoidance,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RMGL,ADAL,ADA,RMG,Sublateral,Avoidance,3,3,1,3,0,0,0,0,1,0,0,0,2
ADAL,ADLL,ADA,ADL,Avoidance,Taxis,3,1,1,2,0,0,0,0,0,0,1,0,1
ADLL,ADAL,ADA,ADL,Taxis,Avoidance,1,3,2,12,1,0,2,2,2,1,1,1,2
ADAL,RIML,ADA,RIM,Avoidance,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
RIML,ADAL,ADA,RIM,Lateral,Avoidance,3,3,1,5,0,0,1,0,0,1,1,1,1
ADAL,AVHR,ADA,AVH,Avoidance,Avoidance,3,3,1,2,0,0,1,0,0,1,0,0,0
AVHR,ADAL,ADA,AVH,Avoidance,Avoidance,3,3,1,3,0,1,0,1,1,0,0,0,0
ADAL,AVDR,ADA,AVD,Avoidance,Avoidance,3,3,1,9,2,2,0,1,0,1,0,1,2
AVDR,ADAL,ADA,AVD,Avoidance,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,AVAR,ADA,AVA,Avoidance,Unclassified,3,3,2,13,2,2,2,0,1,2,1,2,1
AVAR,ADAL,ADA,AVA,Unclassified,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,AVAL,ADA,AVA,Avoidance,Unclassified,3,3,2,14,1,1,2,1,1,2,2,2,2
AVAL,ADAL,ADA,AVA,Unclassified,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,AVBL,ADA,AVB,Avoidance,Avoidance,3,3,3,18,2,2,2,2,2,2,2,2,2
AVBL,ADAL,ADA,AVB,Avoidance,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,SIBDL,ADA,SIB,Avoidance,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBDL,ADAL,ADA,SIB,Sublateral,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
ADAL,DVA,ADA,DVA,Avoidance,Sublateral,3,3,1,1,0,0,0,1,0,0,0,0,0
DVA,ADAL,ADA,DVA,Sublateral,Avoidance,3,3,1,4,0,0,1,0,1,1,0,1,0
ADAL,URXL,ADA,URX,Avoidance,Unclassified,3,1,2,2,0,0,0,0,0,0,0,0,2
URXL,ADAL,ADA,URX,Unclassified,Avoidance,1,3,2,11,2,1,1,0,2,2,1,0,2
ADAL,RICL,ADA,RIC,Avoidance,Sublateral,3,3,1,6,0,0,0,1,1,1,1,1,1
RICL,ADAL,ADA,RIC,Sublateral,Avoidance,3,3,2,12,0,1,1,2,1,2,1,2,2
ADAL,AVBR,ADA,AVB,Avoidance,Avoidance,3,3,3,17,1,2,2,2,2,2,2,2,2
AVBR,ADAL,ADA,AVB,Avoidance,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADR,ALML,SIA,ALM,Sublateral,Avoidance,3,1,1,1,0,0,0,0,0,0,0,0,1
ALML,SIADR,SIA,ALM,Avoidance,Sublateral,1,3,1,1,0,0,0,0,0,0,0,0,1
SIADR,AVAL,SIA,AVA,Sublateral,Unclassified,3,3,1,1,0,0,0,0,0,0,0,0,1
AVAL,SIADR,SIA,AVA,Unclassified,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADR,AVEL,SIA,AVE,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
AVEL,SIADR,SIA,AVE,Anterior,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADR,AVKL,SIA,AVK,Sublateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
AVKL,SIADR,SIA,AVK,Lateral,Sublateral,3,3,1,5,0,0,0,1,0,0,1,2,1
SIADR,AIBL,SIA,AIB,Sublateral,Taxis,3,3,0,0,0,0,0,0,0,0,0,0,0
AIBL,SIADR,SIA,AIB,Taxis,Sublateral,3,3,1,6,1,0,0,0,0,2,1,0,2
SIADR,RMDDL,SIA,RMD,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDDL,SIADR,SIA,RMD,Anterior,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADR,RMDL,SIA,RMD,Sublateral,Unclassified,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDL,SIADR,SIA,RMD,Unclassified,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADR,SIADL,SIA,SIA,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADL,SIADR,SIA,SIA,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIADR,SMDVL,SIA,SMD,Sublateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SMDVL,SIADR,SIA,SMD,Lateral,Sublateral,3,3,1,1,0,0,0,0,0,0,0,0,1
AVJL,AVDL,AVJ,AVD,Avoidance,Avoidance,2,3,1,6,1,0,0,1,0,1,1,1,1
AVDL,AVJL,AVJ,AVD,Avoidance,Avoidance,3,2,1,1,0,0,0,0,0,0,0,0,1
AVJL,AVBL,AVJ,AVB,Avoidance,Avoidance,2,3,2,11,0,0,1,1,2,2,2,1,2
AVBL,AVJL,AVJ,AVB,Avoidance,Avoidance,3,2,1,1,0,0,0,0,0,0,1,0,0
AVJL,AVBR,AVJ,AVB,Avoidance,Avoidance,2,3,2,14,1,0,1,2,2,2,2,2,2
AVBR,AVJL,AVJ,AVB,Avoidance,Avoidance,3,2,1,1,0,0,0,0,0,0,0,0,1
AVJL,AVHL,AVJ,AVH,Avoidance,Avoidance,2,3,1,2,0,1,0,0,0,0,0,0,1
AVHL,AVJL,AVJ,AVH,Avoidance,Avoidance,3,2,2,7,0,0,0,1,2,0,1,1,2
AVJL,AIYR,AVJ,AIY,Avoidance,Taxis,2,2,1,5,0,1,2,0,0,0,1,1,0
AIYR,AVJL,AVJ,AIY,Taxis,Avoidance,2,2,0,0,0,0,0,0,0,0,0,0,0
AVJL,AVJR,AVJ,AVJ,Avoidance,Avoidance,2,2,1,2,0,0,1,0,0,0,0,0,1
AVJR,AVJL,AVJ,AVJ,Avoidance,Avoidance,2,2,1,2,0,0,1,0,0,0,0,0,1
AVJL,PVCR,AVJ,PVC,Avoidance,Avoidance,2,3,2,13,1,1,0,1,2,2,2,2,2
PVCR,AVJL,AVJ,PVC,Avoidance,Avoidance,3,2,1,7,0,0,1,0,0,1,2,2,1
AVJL,RIFR,AVJ,RIF,Avoidance,Avoidance,2,3,1,7,0,2,0,2,2,0,0,0,1
RIFR,AVJL,AVJ,RIF,Avoidance,Avoidance,3,2,3,17,2,2,2,2,2,2,2,1,2
IL2L,RMGL,IL2,RMG,Anterior,Sublateral,1,3,1,1,0,0,0,0,0,0,0,0,1
RMGL,IL2L,IL2,RMG,Sublateral,Anterior,3,1,1,2,0,0,0,0,0,0,0,1,1
IL2L,RIH,IL2,RIH,Anterior,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RIH,IL2L,IL2,RIH,Anterior,Anterior,3,1,2,10,1,0,0,1,1,1,2,2,2
IL2L,URXL,IL2,URX,Anterior,Unclassified,1,1,2,4,0,0,0,0,0,0,0,2,2
URXL,IL2L,IL2,URX,Unclassified,Anterior,1,1,1,5,0,0,0,1,0,1,0,2,1
IL2L,IL1L,IL2,IL1,Anterior,Anterior,1,1,2,8,0,0,0,0,1,2,2,1,2
IL1L,IL2L,IL2,IL1,Anterior,Anterior,1,1,1,1,0,0,0,0,0,0,0,0,1
IL2L,URBL,IL2,URB,Anterior,Sublateral,1,3,1,2,0,0,0,0,0,0,0,1,1
URBL,IL2L,IL2,URB,Sublateral,Anterior,3,1,1,9,2,2,1,0,2,1,0,0,1
IL2L,OLLL,IL2,OLL,Anterior,Anterior,1,1,2,8,0,0,1,2,1,1,1,1,1
OLLL,IL2L,IL2,OLL,Anterior,Anterior,1,1,1,2,0,0,0,0,0,0,1,0,1
IL2L,RMED,IL2,RMED,Anterior,Anterior,1,3,1,2,0,0,0,0,0,0,1,1,0
RMED,IL2L,IL2,RMED,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2L,RMER,IL2,RME,Anterior,Anterior,1,3,2,3,0,0,0,0,0,0,0,1,2
RMER,IL2L,IL2,RME,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2L,RMEV,IL2,RME,Anterior,Anterior,1,3,2,5,0,0,0,0,0,1,1,1,2
RMEV,IL2L,IL2,RME,Anterior,Anterior,3,1,1,1,0,0,0,0,0,0,1,0,0
AWAL,AWBL,AWA,AWB,Taxis,Taxis,1,1,3,18,2,2,2,2,2,2,2,2,2
AWBL,AWAL,AWA,AWB,Taxis,Taxis,1,1,1,4,0,0,1,0,0,0,0,2,1
AWAL,ASHL,AWA,ASH,Taxis,Avoidance,1,1,2,5,0,0,0,0,0,2,1,1,1
ASHL,AWAL,AWA,ASH,Avoidance,Taxis,1,1,2,9,0,1,2,1,2,0,0,2,1
AWAL,ADLL,AWA,ADL,Taxis,Taxis,1,1,2,12,2,2,2,1,1,1,1,2,0
ADLL,AWAL,AWA,ADL,Taxis,Taxis,1,1,2,4,0,0,0,0,0,0,1,2,1
AWAL,ADFL,AWA,ADF,Taxis,Taxis,1,1,2,10,1,0,1,0,1,2,2,2,1
ADFL,AWAL,AWA,ADF,Taxis,Taxis,1,1,1,2,0,0,1,0,0,0,0,0,1
AWAL,AIAL,AWA,AIA,Taxis,Taxis,1,2,2,12,2,2,1,2,2,0,0,2,1
AIAL,AWAL,AWA,AIA,Taxis,Taxis,2,1,1,2,0,0,0,1,0,0,0,0,1
AWAL,AIZL,AWA,AIZ,Taxis,Taxis,1,3,2,16,0,2,2,2,2,2,2,2,2
AIZL,AWAL,AWA,AIZ,Taxis,Taxis,3,1,1,4,0,0,0,0,0,1,1,1,1
AWAL,AIYL,AWA,AIY,Taxis,Taxis,1,2,2,15,2,1,1,1,2,2,2,2,2
AIYL,AWAL,AWA,AIY,Taxis,Taxis,2,1,2,9,0,1,0,0,1,2,1,2,2
AWAL,ASEL,AWA,ASE,Taxis,Taxis,1,1,3,16,1,2,2,2,2,2,1,2,2
ASEL,AWAL,AWA,ASE,Taxis,Taxis,1,1,1,3,0,0,1,0,0,0,0,1,1
AWAL,PVQL,AWA,PVQ,Taxis,Taxis,1,2,1,3,1,1,0,0,0,0,0,1,0
PVQL,AWAL,AWA,PVQ,Taxis,Taxis,2,1,1,6,0,0,1,0,1,0,1,1,2
IL2VL,OLQVL,IL2,OLQ,Anterior,Anterior,1,1,2,6,0,0,0,0,0,1,1,2,2
OLQVL,IL2VL,IL2,OLQ,Anterior,Anterior,1,1,1,1,0,0,0,0,0,0,0,1,0
IL2VL,RIH,IL2,RIH,Anterior,Anterior,1,3,2,9,0,0,1,0,2,2,1,1,2
RIH,IL2VL,IL2,RIH,Anterior,Anterior,3,1,2,11,0,2,2,0,2,2,1,0,2
IL2VL,IL1VL,IL2,IL1,Anterior,Anterior,1,1,2,11,0,0,1,1,1,2,2,2,2
IL1VL,IL2VL,IL2,IL1,Anterior,Anterior,1,1,1,1,0,0,0,0,0,0,0,0,1
IL2VL,RMER,IL2,RME,Anterior,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RMER,IL2VL,IL2,RME,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2VL,RIPL,IL2,RIP,Anterior,Anterior,1,2,3,18,2,2,2,2,2,2,2,2,2
RIPL,IL2VL,IL2,RIP,Anterior,Anterior,2,1,0,0,0,0,0,0,0,0,0,0,0
IL2VL,RMEL,IL2,RME,Anterior,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RMEL,IL2VL,IL2,RME,Anterior,Anterior,3,1,1,1,0,0,0,0,0,0,1,0,0
IL2VL,RMEV,IL2,RME,Anterior,Anterior,1,3,3,17,2,2,2,1,2,2,2,2,2
RMEV,IL2VL,IL2,RME,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2VL,RMED,IL2,RMED,Anterior,Anterior,1,3,2,11,1,0,2,1,2,1,1,2,1
RMED,IL2VL,IL2,RMED,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
IL2VL,URAVL,IL2,URA,Anterior,Anterior,1,2,2,15,0,2,1,2,2,2,2,2,2
URAVL,IL2VL,IL2,URA,Anterior,Anterior,2,1,1,2,0,1,0,0,0,0,0,0,1
OLQDL,SIBVL,OLQ,SIB,Anterior,Sublateral,1,3,3,17,1,2,2,2,2,2,2,2,2
SIBVL,OLQDL,OLQ,SIB,Sublateral,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQDL,URYDL,OLQ,URY,Anterior,Anterior,1,1,1,2,0,1,0,0,0,0,0,0,1
URYDL,OLQDL,OLQ,URY,Anterior,Anterior,1,1,2,5,0,0,0,0,0,1,0,2,2
OLQDL,RIH,OLQ,RIH,Anterior,Anterior,1,3,2,3,0,0,0,0,0,0,0,1,2
RIH,OLQDL,OLQ,RIH,Anterior,Anterior,3,1,3,17,2,2,2,2,2,2,1,2,2
OLQDL,RICR,OLQ,RIC,Anterior,Sublateral,1,3,3,18,2,2,2,2,2,2,2,2,2
RICR,OLQDL,OLQ,RIC,Sublateral,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQDL,RICL,OLQ,RIC,Anterior,Sublateral,1,3,1,9,2,1,1,0,2,0,0,2,1
RICL,OLQDL,OLQ,RIC,Sublateral,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQDL,RIGL,OLQ,RIG,Anterior,Lateral,1,3,0,0,0,0,0,0,0,0,0,0,0
RIGL,OLQDL,OLQ,RIG,Lateral,Anterior,3,1,1,1,0,1,0,0,0,0,0,0,0
OLQDL,SMBDR,OLQ,SMB,Anterior,Sublateral,1,3,1,3,0,0,0,0,0,1,0,2,0
SMBDR,OLQDL,OLQ,SMB,Sublateral,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQDL,CEPDL,OLQ,CEP,Anterior,Sublateral,1,1,1,2,0,0,0,0,0,0,0,1,1
CEPDL,OLQDL,OLQ,CEP,Sublateral,Anterior,1,1,2,16,0,2,2,2,2,2,2,2,2
OLQDL,RMDVL,OLQ,RMD,Anterior,Anterior,1,3,1,1,0,1,0,0,0,0,0,0,0
RMDVL,OLQDL,OLQ,RMD,Anterior,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQDL,IL2DL,OLQ,IL2,Anterior,Anterior,1,1,1,1,0,0,0,0,0,0,0,1,0
IL2DL,OLQDL,OLQ,IL2,Anterior,Anterior,1,1,2,6,0,0,0,0,0,2,0,2,2
OLQDL,IL1DL,OLQ,IL1,Anterior,Anterior,1,1,1,3,0,0,0,0,0,1,0,1,1
IL1DL,OLQDL,OLQ,IL1,Anterior,Anterior,1,1,0,0,0,0,0,0,0,0,0,0,0
RIAL,RIVR,RIA,RIV,Anterior,Lateral,3,3,2,11,0,1,0,2,1,1,2,2,2
RIVR,RIAL,RIA,RIV,Lateral,Anterior,3,3,3,17,1,2,2,2,2,2,2,2,2
RIAL,SIBVL,RIA,SIB,Anterior,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVL,RIAL,RIA,SIB,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,RIML,RIA,RIM,Anterior,Lateral,3,3,1,1,0,0,0,0,0,0,0,0,1
RIML,RIAL,RIA,RIM,Lateral,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
RIAL,SMBVL,RIA,SMB,Anterior,Sublateral,3,3,1,2,0,0,0,0,0,0,0,1,1
SMBVL,RIAL,RIA,SMB,Sublateral,Anterior,3,3,1,2,0,0,0,0,0,0,1,0,1
RIAL,AVAR,RIA,AVA,Anterior,Unclassified,3,3,0,0,0,0,0,0,0,0,0,0,0
AVAR,RIAL,RIA,AVA,Unclassified,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,SMDVR,RIA,SMD,Anterior,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
SMDVR,RIAL,RIA,SMD,Lateral,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,AVAL,RIA,AVA,Anterior,Unclassified,3,3,1,3,0,0,0,0,0,0,1,0,2
AVAL,RIAL,RIA,AVA,Unclassified,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
RIAL,RIH,RIA,RIH,Anterior,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RIH,RIAL,RIA,RIH,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,URXL,RIA,URX,Anterior,Unclassified,3,1,1,1,0,0,0,0,0,0,0,0,1
URXL,RIAL,RIA,URX,Unclassified,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,ADFL,RIA,ADF,Anterior,Taxis,3,1,1,1,0,0,0,0,0,0,0,0,1
ADFL,RIAL,RIA,ADF,Taxis,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,AIYL,RIA,AIY,Anterior,Taxis,3,2,0,0,0,0,0,0,0,0,0,0,0
AIYL,RIAL,RIA,AIY,Taxis,Anterior,2,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,AIZL,RIA,AIZ,Anterior,Taxis,3,3,1,2,0,0,0,0,0,0,1,0,1
AIZL,RIAL,RIA,AIZ,Taxis,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,AUAL,RIA,AUA,Anterior,Taxis,3,3,1,3,0,0,0,0,0,0,2,0,1
AUAL,RIAL,RIA,AUA,Taxis,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,CEPDL,RIA,CEP,Anterior,Sublateral,3,1,2,9,0,2,1,0,2,2,0,1,1
CEPDL,RIAL,RIA,CEP,Sublateral,Anterior,1,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,CEPVL,RIA,CEP,Anterior,Anterior,3,1,2,10,1,0,1,1,1,2,1,2,1
CEPVL,RIAL,RIA,CEP,Anterior,Anterior,1,3,2,3,0,0,0,0,0,0,0,1,2
RIAL,IL1L,RIA,IL1,Anterior,Anterior,3,1,1,6,0,0,1,1,0,0,1,2,1
IL1L,RIAL,RIA,IL1,Anterior,Anterior,1,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,RIBL,RIA,RIB,Anterior,Taxis,3,3,1,3,0,0,0,0,0,0,1,0,2
RIBL,RIAL,RIA,RIB,Taxis,Anterior,3,3,3,17,2,1,2,2,2,2,2,2,2
RIAL,SMDVL,RIA,SMD,Anterior,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
SMDVL,RIAL,RIA,SMD,Lateral,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,SMDDR,RIA,SMD,Anterior,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
SMDDR,RIAL,RIA,SMD,Lateral,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,RMDVR,RIA,RMD,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDVR,RIAL,RIA,RMD,Anterior,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,RIAR,RIA,RIA,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAR,RIAL,RIA,RIA,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,RMDDR,RIA,RMD,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDDR,RIAL,RIA,RMD,Anterior,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,RIR,RIA,RIR,Anterior,Unclassified,3,3,1,2,0,0,0,0,0,0,1,0,1
RIR,RIAL,RIA,RIR,Unclassified,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,RIVL,RIA,RIV,Anterior,Lateral,3,3,2,11,0,0,2,0,2,2,1,2,2
RIVL,RIAL,RIA,RIV,Lateral,Anterior,3,3,2,13,0,0,2,2,2,2,1,2,2
RIAL,SMDDL,RIA,SMD,Anterior,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
SMDDL,RIAL,RIA,SMD,Lateral,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,SIADL,RIA,SIA,Anterior,Sublateral,3,3,3,17,1,2,2,2,2,2,2,2,2
SIADL,RIAL,RIA,SIA,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RIAL,RMDR,RIA,RMD,Anterior,Unclassified,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDR,RIAL,RIA,RMD,Unclassified,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,BAGR,RIA,BAG,Anterior,Taxis,3,1,1,2,0,0,0,0,0,0,1,0,1
BAGR,RIAL,RIA,BAG,Taxis,Anterior,1,3,3,18,2,2,2,2,2,2,2,2,2
RIAL,RMDVL,RIA,RMD,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDVL,RIAL,RIA,RMD,Anterior,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
RIAL,RMDL,RIA,RMD,Anterior,Unclassified,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDL,RIAL,RIA,RMD,Unclassified,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
