pre,post,class_1,class_2,cluster_1,cluster_2,layer_1,layer_2,synapse_class,total_contacts,L1-0,L1-5,L1-8,L1-16,L2,L3,L4-JSH,Adult-50,Adult-N2U
RIAL,RMDDL,RIA,RMD,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDDL,RIAL,RIA,RMD,Anterior,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
SAAVL,RIVR,SAA,RIV,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIVR,SAAVL,SAA,RIV,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVL,SAAVR,SAA,SAA,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVR,SAAVL,SAA,SAA,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVL,RIML,SAA,RIM,Lateral,Lateral,3,3,2,15,1,2,1,2,2,1,2,2,2
RIML,SAAVL,SAA,RIM,Lateral,Lateral,3,3,3,16,1,2,1,2,2,2,2,2,2
SAAVL,AVAR,SAA,AVA,Lateral,Unclassified,3,3,1,1,0,0,0,0,0,0,1,0,0
AVAR,SAAVL,SAA,AVA,Unclassified,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVL,AVAL,SAA,AVA,Lateral,Unclassified,3,3,3,18,2,2,2,2,2,2,2,2,2
AVAL,SAAVL,SAA,AVA,Unclassified,Lateral,3,3,1,1,0,0,0,0,0,0,0,0,1
SAAVL,SAADR,SAA,SAA,Lateral,Lateral,3,3,1,2,0,0,0,0,1,0,1,0,0
SAADR,SAAVL,SAA,SAA,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVL,SMDDR,SAA,SMD,Lateral,Lateral,3,3,3,17,1,2,2,2,2,2,2,2,2
SMDDR,SAAVL,SAA,SMD,Lateral,Lateral,3,3,1,3,0,0,0,0,0,0,2,0,1
SAAVL,RIVL,SAA,RIV,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIVL,SAAVL,SAA,RIV,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVL,SMBDR,SAA,SMB,Lateral,Sublateral,3,3,2,2,0,0,0,0,0,0,0,0,2
SMBDR,SAAVL,SAA,SMB,Sublateral,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
SAAVL,RIMR,SAA,RIM,Lateral,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
RIMR,SAAVL,SAA,RIM,Lateral,Lateral,3,3,2,15,0,2,2,1,2,2,2,2,2
SAAVL,SMDVL,SAA,SMD,Lateral,Lateral,3,3,1,1,0,0,0,0,0,0,0,0,1
SMDVL,SAAVL,SAA,SMD,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVL,SMBVR,SAA,SMB,Lateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SMBVR,SAAVL,SAA,SMB,Sublateral,Lateral,3,3,1,1,0,0,0,0,1,0,0,0,0
SAAVL,SMDDL,SAA,SMD,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SMDDL,SAAVL,SAA,SMD,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
AVJR,RIFL,AVJ,RIF,Avoidance,Avoidance,2,3,1,7,0,2,0,2,2,0,0,0,1
RIFL,AVJR,AVJ,RIF,Avoidance,Avoidance,3,2,3,17,2,2,2,2,2,2,2,1,2
AVJR,AVBL,AVJ,AVB,Avoidance,Avoidance,2,3,2,14,1,0,1,2,2,2,2,2,2
AVBL,AVJR,AVJ,AVB,Avoidance,Avoidance,3,2,1,1,0,0,0,0,0,0,0,0,1
AVJR,AIYL,AVJ,AIY,Avoidance,Taxis,2,2,1,5,0,1,2,0,0,0,1,1,0
AIYL,AVJR,AVJ,AIY,Taxis,Avoidance,2,2,0,0,0,0,0,0,0,0,0,0,0
AVJR,PVCL,AVJ,PVC,Avoidance,Avoidance,2,3,2,13,1,1,0,1,2,2,2,2,2
PVCL,AVJR,AVJ,PVC,Avoidance,Avoidance,3,2,1,7,0,0,1,0,0,1,2,2,1
AIZR,AVEL,AIZ,AVE,Taxis,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
AVEL,AIZR,AIZ,AVE,Anterior,Taxis,3,3,1,1,0,0,0,0,0,0,1,0,0
AIZR,AIZL,AIZ,AIZ,Taxis,Taxis,3,3,1,2,0,0,0,0,1,0,0,1,0
AIZL,AIZR,AIZ,AIZ,Taxis,Taxis,3,3,1,2,0,0,0,0,1,0,0,1,0
AIZR,AIBL,AIZ,AIB,Taxis,Taxis,3,3,3,18,2,2,2,2,2,2,2,2,2
AIBL,AIZR,AIZ,AIB,Taxis,Taxis,3,3,1,5,0,0,0,0,1,0,2,1,1
AIZR,BAGL,AIZ,BAG,Taxis,Taxis,3,1,1,5,0,0,0,1,0,1,1,2,0
BAGL,AIZR,AIZ,BAG,Taxis,Taxis,1,3,1,2,0,0,0,0,0,1,0,0,1
RID,AVDL,RID,AVD,Unclassified,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
AVDL,RID,RID,AVD,Avoidance,Unclassified,3,3,0,0,0,0,0,0,0,0,0,0,0
RID,SIBVL,RID,SIB,Unclassified,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVL,RID,RID,SIB,Sublateral,Unclassified,3,3,1,1,0,0,0,0,0,0,0,0,1
RID,RIGL,RID,RIG,Unclassified,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIGL,RID,RID,RIG,Lateral,Unclassified,3,3,0,0,0,0,0,0,0,0,0,0,0
RID,AINL,RID,AIN,Unclassified,Taxis,3,2,0,0,0,0,0,0,0,0,0,0,0
AINL,RID,RID,AIN,Taxis,Unclassified,2,3,2,9,0,1,1,2,1,0,0,2,2
RIVL,RIVR,RIV,RIV,Lateral,Lateral,3,3,1,3,0,0,0,0,0,0,1,0,2
RIVR,RIVL,RIV,RIV,Lateral,Lateral,3,3,1,3,0,0,0,0,0,0,1,0,2
RIVL,SAAVR,RIV,SAA,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SAAVR,RIVL,RIV,SAA,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIVL,RIML,RIV,RIM,Lateral,Lateral,3,3,1,1,0,0,0,0,1,0,0,0,0
RIML,RIVL,RIV,RIM,Lateral,Lateral,3,3,1,1,0,0,0,0,1,0,0,0,0
RIVL,AVAL,RIV,AVA,Lateral,Unclassified,3,3,1,1,0,1,0,0,0,0,0,0,0
AVAL,RIVL,RIV,AVA,Unclassified,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIVL,SIBDL,RIV,SIB,Lateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBDL,RIVL,RIV,SIB,Sublateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIVL,SAADR,RIV,SAA,Lateral,Lateral,3,3,3,18,2,2,2,2,2,2,2,2,2
SAADR,RIVL,RIV,SAA,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIVL,RICR,RIV,RIC,Lateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RICR,RIVL,RIV,RIC,Sublateral,Lateral,3,3,2,7,0,0,0,1,0,1,1,2,2
RIVL,DVC,RIV,DVC,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
DVC,RIVL,RIV,DVC,Lateral,Lateral,3,3,1,3,0,0,0,0,0,0,1,1,1
RIVL,RIGR,RIV,RIG,Lateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RIGR,RIVL,RIV,RIG,Lateral,Lateral,3,3,1,2,0,0,0,0,0,1,0,1,0
RIVL,AIBL,RIV,AIB,Lateral,Taxis,3,3,0,0,0,0,0,0,0,0,0,0,0
AIBL,RIVL,RIV,AIB,Taxis,Lateral,3,3,1,2,0,0,0,1,0,0,0,1,0
RIVL,SMDDR,RIV,SMD,Lateral,Lateral,3,3,2,14,1,1,1,2,2,2,1,2,2
SMDDR,RIVL,RIV,SMD,Lateral,Lateral,3,3,2,2,0,0,0,0,0,0,0,0,2
RIVL,BAGL,RIV,BAG,Lateral,Taxis,3,1,0,0,0,0,0,0,0,0,0,0,0
BAGL,RIVL,RIV,BAG,Taxis,Lateral,1,3,0,0,0,0,0,0,0,0,0,0,0
RIVL,SMDVL,RIV,SMD,Lateral,Lateral,3,3,2,13,0,1,1,2,1,2,2,2,2
SMDVL,RIVL,RIV,SMD,Lateral,Lateral,3,3,1,1,0,0,0,0,0,0,0,0,1
RIVL,RIAR,RIV,RIA,Lateral,Anterior,3,3,3,17,1,2,2,2,2,2,2,2,2
RIAR,RIVL,RIV,RIA,Anterior,Lateral,3,3,2,11,0,1,0,2,1,1,2,2,2
RIVL,SIAVR,RIV,SIA,Lateral,Sublateral,3,3,2,12,0,0,0,2,2,2,2,2,2
SIAVR,RIVL,RIV,SIA,Sublateral,Lateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVR,RMGL,SIB,RMG,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
RMGL,SIBVR,SIB,RMG,Sublateral,Sublateral,3,3,1,2,0,0,0,0,0,0,1,0,1
SIBVR,SIBVL,SIB,SIB,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVL,SIBVR,SIB,SIB,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVR,SMBDL,SIB,SMB,Sublateral,Sublateral,3,3,1,1,0,0,0,0,0,0,0,0,1
SMBDL,SIBVR,SIB,SMB,Sublateral,Sublateral,3,3,1,2,0,1,0,0,0,1,0,0,0
SIBVR,SIAVL,SIB,SIA,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIAVL,SIBVR,SIB,SIA,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVR,AVBL,SIB,AVB,Sublateral,Avoidance,3,3,0,0,0,0,0,0,0,0,0,0,0
AVBL,SIBVR,SIB,AVB,Avoidance,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVR,SIBDL,SIB,SIB,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBDL,SIBVR,SIB,SIB,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVR,RICL,SIB,RIC,Sublateral,Sublateral,3,3,1,1,0,0,0,0,0,0,1,0,0
RICL,SIBVR,SIB,RIC,Sublateral,Sublateral,3,3,1,3,0,1,0,0,1,0,1,0,0
SIBVR,RMDDL,SIB,RMD,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDDL,SIBVR,SIB,RMD,Anterior,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVR,RMDL,SIB,RMD,Sublateral,Unclassified,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDL,SIBVR,SIB,RMD,Unclassified,Sublateral,3,3,1,1,0,0,0,0,0,0,0,0,1
SIBVR,RMDVL,SIB,RMD,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDVL,SIBVR,SIB,RMD,Anterior,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
FLPR,FLPL,FLP,FLP,Avoidance,Avoidance,1,1,2,14,0,1,2,2,2,2,2,2,1
FLPL,FLPR,FLP,FLP,Avoidance,Avoidance,1,1,2,14,0,1,2,2,2,2,2,2,1
RMDVR,SIBVL,RMD,SIB,Anterior,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
SIBVL,RMDVR,RMD,SIB,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDVR,SMBVL,RMD,SMB,Anterior,Sublateral,3,3,1,5,0,0,0,0,1,0,2,2,0
SMBVL,RMDVR,RMD,SMB,Sublateral,Anterior,3,3,1,8,1,2,0,1,0,1,0,2,1
RMDVR,SIAVL,RMD,SIA,Anterior,Sublateral,3,3,1,3,0,0,0,0,0,0,1,0,2
SIAVL,RMDVR,RMD,SIA,Sublateral,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDVR,AVEL,RMD,AVE,Anterior,Anterior,3,3,1,1,0,0,0,0,0,0,0,0,1
AVEL,RMDVR,RMD,AVE,Anterior,Anterior,3,3,0,0,0,0,0,0,0,0,0,0,0
RMDVR,IL1L,RMD,IL1,Anterior,Anterior,3,1,2,2,0,0,0,0,0,0,0,0,2
IL1L,RMDVR,RMD,IL1,Anterior,Anterior,1,3,2,12,1,2,0,0,2,2,2,1,2
RMDVR,RMDVL,RMD,RMD,Anterior,Anterior,3,3,2,7,0,0,0,0,2,2,1,1,1
RMDVL,RMDVR,RMD,RMD,Anterior,Anterior,3,3,2,7,0,0,0,0,2,2,1,1,1
RMDVR,RMDL,RMD,RMD,Anterior,Unclassified,3,3,1,2,0,0,0,0,0,0,1,0,1
RMDL,RMDVR,RMD,RMD,Unclassified,Anterior,3,3,3,16,2,2,1,2,2,2,2,1,2
RMDVR,RMDDL,RMD,RMD,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
RMDDL,RMDVR,RMD,RMD,Anterior,Anterior,3,3,3,18,2,2,2,2,2,2,2,2,2
URBL,SIBVL,URB,SIB,Sublateral,Sublateral,3,3,1,1,0,0,0,0,0,0,0,0,1
SIBVL,URBL,URB,SIB,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
URBL,RICR,URB,RIC,Sublateral,Sublateral,3,3,2,11,0,0,0,2,1,2,2,2,2
RICR,URBL,URB,RIC,Sublateral,Sublateral,3,3,1,3,0,0,0,0,0,1,0,1,1
URBL,URXL,URB,URX,Sublateral,Unclassified,3,1,3,18,2,2,2,2,2,2,2,2,2
URXL,URBL,URB,URX,Unclassified,Sublateral,1,3,1,1,0,0,0,0,0,0,0,0,1
URBL,RICL,URB,RIC,Sublateral,Sublateral,3,3,2,10,0,1,1,2,1,1,1,1,2
RICL,URBL,URB,RIC,Sublateral,Sublateral,3,3,1,2,0,0,0,0,0,0,0,1,1
URBL,IL1L,URB,IL1,Sublateral,Anterior,3,1,3,18,2,2,2,2,2,2,2,2,2
IL1L,URBL,URB,IL1,Anterior,Sublateral,1,3,1,1,0,0,0,0,0,0,0,0,1
URBL,SMBDR,URB,SMB,Sublateral,Sublateral,3,3,2,4,0,0,0,0,0,0,1,1,2
SMBDR,URBL,URB,SMB,Sublateral,Sublateral,3,3,0,0,0,0,0,0,0,0,0,0,0
URBL,CEPDL,URB,CEP,Sublateral,Sublateral,3,1,3,18,2,2,2,2,2,2,2,2,2
CEPDL,URBL,URB,CEP,Sublateral,Sublateral,1,3,2,14,1,2,1,2,2,1,1,2,2
URBL,OLLL,URB,OLL,Sublateral,Anterior,3,1,1,6,1,0,0,0,0,0,1,2,2
OLLL,URBL,URB,OLL,Anterior,Sublateral,1,3,0,0,0,0,0,0,0,0,0,0,0
OLQVL,RICL,OLQ,RIC,Anterior,Sublateral,1,3,3,18,2,2,2,2,2,2,2,2,2
RICL,OLQVL,OLQ,RIC,Sublateral,Anterior,3,1,1,1,0,0,0,0,0,0,0,0,1
OLQVL,IL1VL,OLQ,IL1,Anterior,Anterior,1,1,1,2,0,0,0,0,0,1,0,0,1
IL1VL,OLQVL,OLQ,IL1,Anterior,Anterior,1,1,2,2,0,0,0,0,0,0,0,0,2
OLQVL,RIS,OLQ,RIS,Anterior,Lateral,1,3,0,0,0,0,0,0,0,0,0,0,0
RIS,OLQVL,OLQ,RIS,Lateral,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQVL,RIGL,OLQ,RIG,Anterior,Lateral,1,3,0,0,0,0,0,0,0,0,0,0,0
RIGL,OLQVL,OLQ,RIG,Lateral,Anterior,3,1,3,17,2,2,2,2,2,2,1,2,2
OLQVL,RIH,OLQ,RIH,Anterior,Anterior,1,3,1,6,1,1,0,0,0,0,2,1,1
RIH,OLQVL,OLQ,RIH,Anterior,Anterior,3,1,3,18,2,2,2,2,2,2,2,2,2
OLQVL,SMBVL,OLQ,SMB,Anterior,Sublateral,1,3,1,2,1,0,0,0,0,0,1,0,0
SMBVL,OLQVL,OLQ,SMB,Sublateral,Anterior,3,1,0,0,0,0,0,0,0,0,0,0,0
OLQVL,CEPVL,OLQ,CEP,Anterior,Anterior,1,1,0,0,0,0,0,0,0,0,0,0,0
CEPVL,OLQVL,OLQ,CEP,Anterior,Anterior,1,1,3,17,1,2,2,2,2,2,2,2,2
OLQVL,URYVL,OLQ,URY,Anterior,Anterior,1,1,0,0,0,0,0,0,0,0,0,0,0
URYVL,OLQVL,OLQ,URY,Anterior,Anterior,1,1,1,1,0,0,0,0,0,0,0,0,1
OLQVL,URAVL,OLQ,URA,Anterior,Anterior,1,2,0,0,0,0,0,0,0,0,0,0,0
URAVL,OLQVL,OLQ,URA,Anterior,Anterior,2,1,1,1,0,0,0,0,0,0,1,0,0
ASKL,ALA,ASK,ALA,Taxis,Taxis,1,3,1,1,0,0,0,0,0,0,0,0,1
ALA,ASKL,ASK,ALA,Taxis,Taxis,3,1,0,0,0,0,0,0,0,0,0,0,0
ASKL,ASKR,ASK,ASK,Taxis,Taxis,1,1,1,2,0,0,0,0,1,0,0,1,0
ASKR,ASKL,ASK,ASK,Taxis,Taxis,1,1,1,2,0,0,0,0,1,0,0,1,0
AWBL,ASHL,AWB,ASH,Taxis,Avoidance,1,1,2,7,0,0,0,2,1,1,0,1,2
ASHL,AWBL,AWB,ASH,Avoidance,Taxis,1,1,2,6,0,0,0,0,2,1,1,2,0
AWBL,AVHR,AWB,AVH,Taxis,Avoidance,1,3,2,10,2,1,0,2,1,0,1,2,1
AVHR,AWBL,AWB,AVH,Avoidance,Taxis,3,1,2,13,0,2,1,2,2,1,1,2,2
AWBL,RIBL,AWB,RIB,Taxis,Taxis,1,3,1,2,0,0,0,1,0,0,1,0,0
RIBL,AWBL,AWB,RIB,Taxis,Taxis,3,1,0,0,0,0,0,0,0,0,0,0,0
AWBL,ASIL,AWB,ASI,Taxis,Taxis,1,1,0,0,0,0,0,0,0,0,0,0,0
ASIL,AWBL,AWB,ASI,Taxis,Taxis,1,1,1,1,0,0,0,0,0,0,0,1,0
AWBL,AIZL,AWB,AIZ,Taxis,Taxis,1,3,3,18,2,2,2,2,2,2,2,2,2
AIZL,AWBL,AWB,AIZ,Taxis,Taxis,3,1,1,5,0,1,0,1,0,1,1,1,0
AWBL,AIYL,AWB,AIY,Taxis,Taxis,1,2,2,6,0,0,0,0,0,1,2,1,2
AIYL,AWBL,AWB,AIY,Taxis,Taxis,2,1,2,9,0,1,2,0,1,1,1,2,1
AWBL,ASEL,AWB,ASE,Taxis,Taxis,1,1,1,7,1,0,0,1,2,0,1,0,2
ASEL,AWBL,AWB,ASE,Taxis,Taxis,1,1,1,1,0,0,0,0,0,0,0,0,1
AWBL,ADFL,AWB,ADF,Taxis,Taxis,1,1,3,18,2,2,2,2,2,2,2,2,2
ADFL,AWBL,AWB,ADF,Taxis,Taxis,1,1,1,6,0,0,1,0,0,0,1,2,2
AWBL,AIAL,AWB,AIA,Taxis,Taxis,1,2,1,9,1,2,0,0,1,0,2,2,1
AIAL,AWBL,AWB,AIA,Taxis,Taxis,2,1,1,1,1,0,0,0,0,0,0,0,0
ALML,SMBDR,ALM,SMB,Avoidance,Sublateral,1,3,1,1,0,0,0,0,0,0,0,0,1
SMBDR,ALML,ALM,SMB,Sublateral,Avoidance,3,1,0,0,0,0,0,0,0,0,0,0,0
ALML,AVDL,ALM,AVD,Avoidance,Avoidance,1,3,1,3,0,0,0,0,0,0,2,1,0
AVDL,ALML,ALM,AVD,Avoidance,Avoidance,3,1,0,0,0,0,0,0,0,0,0,0,0
ALML,CEPVL,ALM,CEP,Avoidance,Anterior,1,1,2,14,0,0,2,2,2,2,2,2,2
CEPVL,ALML,ALM,CEP,Anterior,Avoidance,1,1,1,1,0,0,0,0,0,0,1,0,0
ALML,CEPDL,ALM,CEP,Avoidance,Sublateral,1,1,3,16,1,2,1,2,2,2,2,2,2
CEPDL,ALML,ALM,CEP,Sublateral,Avoidance,1,1,1,2,0,0,0,0,0,0,0,1,1
ALML,BDUL,ALM,BDU,Avoidance,Avoidance,1,2,3,18,2,2,2,2,2,2,2,2,2
BDUL,ALML,ALM,BDU,Avoidance,Avoidance,2,1,2,11,1,1,0,1,2,1,2,1,2
ADEL,RIGL,ADE,RIG,Unclassified,Lateral,1,3,2,13,1,0,0,2,2,2,2,2,2
RIGL,ADEL,ADE,RIG,Lateral,Unclassified,3,1,1,1,0,0,0,1,0,0,0,0,0
ADEL,AVAR,ADE,AVA,Unclassified,Unclassified,1,3,3,17,1,2,2,2,2,2,2,2,2
AVAR,ADEL,ADE,AVA,Unclassified,Unclassified,3,1,1,2,0,0,0,0,0,0,2,0,0
ADEL,SMDVR,ADE,SMD,Unclassified,Lateral,1,3,1,1,0,0,0,1,0,0,0,0,0
SMDVR,ADEL,ADE,SMD,Lateral,Unclassified,3,1,0,0,0,0,0,0,0,0,0,0,0
ASHL,RIML,ASH,RIM,Avoidance,Lateral,1,3,1,7,0,0,1,0,1,2,1,1,1
RIML,ASHL,ASH,RIM,Lateral,Avoidance,3,1,0,0,0,0,0,0,0,0,0,0,0
ASHL,URXL,ASH,URX,Avoidance,Unclassified,1,1,1,4,0,0,0,1,1,0,0,1,1
URXL,ASHL,ASH,URX,Unclassified,Avoidance,1,1,1,2,0,0,0,0,0,0,1,0,1
ASHL,ADFL,ASH,ADF,Avoidance,Taxis,1,1,2,11,0,1,1,0,2,2,2,1,2
ADFL,ASHL,ASH,ADF,Taxis,Avoidance,1,1,1,5,0,0,1,1,1,0,0,1,1
ASHL,ADLL,ASH,ADL,Avoidance,Taxis,1,1,2,8,0,0,0,0,2,0,2,2,2
ADLL,ASHL,ASH,ADL,Taxis,Avoidance,1,1,2,13,0,0,1,2,2,2,2,2,2
ASHL,AIAL,ASH,AIA,Avoidance,Taxis,1,2,3,18,2,2,2,2,2,2,2,2,2
AIAL,ASHL,ASH,AIA,Taxis,Avoidance,2,1,1,9,1,1,2,2,1,0,1,0,1
ASHL,AIBL,ASH,AIB,Avoidance,Taxis,1,3,3,18,2,2,2,2,2,2,2,2,2
AIBL,ASHL,ASH,AIB,Taxis,Avoidance,3,1,1,1,0,0,0,0,0,0,0,0,1
ASHL,AIZL,ASH,AIZ,Avoidance,Taxis,1,3,1,3,0,1,0,0,0,0,0,1,1
AIZL,ASHL,ASH,AIZ,Taxis,Avoidance,3,1,0,0,0,0,0,0,0,0,0,0,0
ASHL,ASEL,ASH,ASE,Avoidance,Taxis,1,1,1,2,0,0,1,0,0,0,1,0,0
